product_id,onsale_web,price,stock_quantity,stock_status,post_title,post_excerpt,post_status,post_type,average_rating,total_sales
4358,1,77.0,0,outofstock,Champagne Larmandier-Bernier Grand Cru Vieilles Vignes du Levant 2008,"Une très belle robe or jaune dore. Le nez est élégant, toaste, vanille avec des notes de citrons confits, de creme et de noix de cajou. La bouche est très équilibrée, souple et fraiche avec une effervescence cremeuse. La finale est savoureuse, saline et raffinee.",publish,product,0.0,0.0
5550,1,34.3,0,outofstock,Thierry Germain Saumur-Champigny La Marginale 2017,"La robe est d’une belle couleur rubis intense et offre une arborescence de reflets sans aucune nuance d’évolution. Le nez libère de jolies nuances mentholées, de liqueur de fruits rouges ou encore d’anis étoilé.
En bouche l’attaque est droite, puissante et suggère d’emblée tout le potentiel d’un grand terroir. Son fruité intense semble imposant et l’acidité, sans ostentation, dessine les contours de la matière garant de l’identité aromatique des saveurs. L’alcool est enrobé et structure la matière dans sa verticalité.
La finale transcende par sa netteté et sa richesse.",publish,product,0.0,0.0
5903,1,27.3,1,instock,Stéphane Tissot Arbois Trousseau Singulier 2017,"Très belle maturité du fruit, de belles notes de griotte, de cerise à l'eau de vie accompagnées de quelques épices. La bouche est ample avec des tanins fins et mûrs. Très beau compromis entre la typicité du cépage, la matière et la buvabilité.<span style=""float: none; background-color: transparent; color: #333333; font-family: 'Helvetica Neue',Helvetica,Arial,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; text-align: left; text-decoration: none; text-indent: 0px;"">.</span>",publish,product,0.0,0.0
4739,1,7.4,50,instock,Jean-Paul Brun Beaujolais Le Ronsay 2016,"Dans sa robe pourpre, signe d'une jeunesse fringante, Le Ronsay se dévoile sur des arômes intenses de fruits frais, avec des nuances de confitures ça et là. La bouche est juteuse, fruitée et harmonieuse.",publish,product,0.0,0.0
4907,1,22.9,6,instock,Alphonse Mellot Coteaux Charitois Rouge Les Pénitents 2015,"A l'oeil, la robe est limpide, rouge rubis. Son nez développe un bouquet de fruits rouges, de mûre et de cassis. La bouche est ample, fraîche avec des tanins fins et les mêmes saveurs de fruits rouges qu’au nez.",publish,product,0.0,0.0
4162,1,14.3,26,instock,Domino Romano Ribera Del Duero Camino Romano 2016,"Ce vin présente un nez plein de fruits, avec des notes de confiture de fruits rouges et d’herbes aromatiques. En bouche, le Camino se révèle être un vin élégant avec une bonne acidité aidant à l’équilibrer, une prédominance de fruits et un final très frais et limpide.",publish,product,0.0,1.0
4276,1,17.6,1,instock,I Fabbri Chianti Classico Terra Di Lamole 2015,"Un nez complexe de fleurs et de fruits rouges intenses. La bouche est structurée avec des tanins présents mais très discrets. La finale est longue et agréable, principalement sur des petits fruits rouges.",publish,product,0.0,0.0
4275,1,14.9,14,instock,I Fabbri Chianti Classico Lamole 2017,"Un nez typique de petits fruits rouges. Une bouche ronde et harmonieuse. Belle structure, mais surtout beaucoup de gourmandise.

&nbsp;",publish,product,0.0,12.0
4047,1,18.3,36,instock,Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018,"Vin frais, floral et fruité, minéral, ample et rond en bouche. Un très joli viognier.",publish,product,0.0,0.0
4612,1,20.6,49,instock,Gilbert Picq Chablis Vieilles Vignes 2017,"Un très joli Chablis, frais et minéral, ciselé et avec beaucoup de profondeur. Une jolie sélection parcellaire qui nous donne un vin précis et avec beaucoup d'éclat.",publish,product,0.0,10.0
5010,1,55.6,17,instock,Domaine des Comtes Lafon Monthélie 1er Cru Les Duresses 2017,"<span class=""font5"">Ce Monthélie 1er cru provient d’une parcelle située sur le coteau derrière le village et est l’une des dernières parcelles vendangées par le domaine. Selon Dominique Lafon, sa maturité tardive est équivalente à la Côte de Nuits. Ce Monthélie de grande personnalité s’ouvre sur des arômes intenses de cerises noires et de subtiles notes épicées. Ce grand vin rouge ne manque ni d’étoffe, ni de finesse ! Sans doute l’une des plus belles interprétations de l’appellation ! </span>",publish,product,0.0,0.0
6202,1,116.4,14,instock,Domaine Clerget Echezeaux Grand Cru En Orveaux 2015,"Ce vin allie la puissance et la finesse… Un vin de haute couture avec des tannins bien présents mais fondus. Il offre finesse, longueur mais aussi souplesse.",publish,product,0.0,0.0
6227,1,40.2,15,instock,Le Pas de l'Escalette Terrasses du Larzac Les Frieys 2017,"les Frieys est un seul et même individu, les raisins étant vendangés et co-fermentés tous ensemble. Son caractère unique et son terroir exceptionnels font de lui sans doute la plus belle cuvée du domaine. Un vin superbe qui n'a pas fini de livrer tout son potentiel !",publish,product,0.0,1.0
5773,1,32.8,18,instock,Decelle-Villa Auxey-Duresses Blanc 2017,"C’est une rareté ! L’Auxey-Duresses blanc allie tension et gras dans une agréable sensation de fraîcheur. Collé à Meursault, pris en étau entre Monthelie et Saint-Romain, ce terroir calcaire s’étend en partie sur des coteaux qui prolongent naturellement la « côte des blancs ». C’est ici qu'est forgé ce blanc nerveux et généreux, aux notes miellées, de fleurs blanches et d’agrumes qui rappellent nettement les blancs de Meursault, avec une vivacité plus marquée.",publish,product,0.0,3.0
4676,1,12.9,73,instock,Domaine Rotier Gaillac Blanc Doux Les Gravels 2016,C'est un vin au fruité intense ou se mêlent fruits à chair blanche et agrumes. Il offre un très bon équilibre et une belle fraîcheur.,publish,product,0.0,0.0
5737,1,11.0,12,instock,Triennes IGP Méditerranée Rouge Les Auréliens 2016,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Vin fruité et croquant. Notes épicées en bouche. Ce vin saura trouver sa place sur toutes les tables.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,9.0
4703,1,19.8,2,instock,Albert Mann Crémant d'Alsace Extra Brut 2017,"Les bulles sont fines et délicates. Le nez légèrement brioché, est souligné par des arômes de fruits frais. L’attaque est élégante et pleine de saveur ; une expression de richesse s’y dégage. La finale est soulignée par une jolie salinité. C’est un Crémant ample et complexe en bouche, d’une belle persistance, qui est marqué par une touche d’agrumes.",publish,product,0.0,7.0
4596,1,43.9,0,outofstock,Marc Colin Et Fils Chassagne-Montrachet Blanc Margot 2017,"Un Chassagne-Montrachet riche, élégant et puissant mais avec la finesse que lui confère sa proximité avec Puligny-Montrachet.",publish,product,0.0,23.0
6280,1,10.4,0,outofstock,Borie de Maurel Minervois Blanc La Belle Aude 2018,"C’est un blanc de plaisir, charnu mais équilibré, du genre que l’on ouvre aussi bien pour un apéro entre copains que sur un dîner plus chic. De sa robe jaune dorée s’évadent des parfums de grillé, de tabac blond, d’ananas et de pêches blanches. La bouche, grasse et charnue, d’une acidité suffisante, concentre les arômes déjà perçus au nez, renforcés par des accents de pain d’épices. Ce minervois blanc, élaboré à partir de 90 % de marsanne et 10 % de muscat petit grain, mûrit sur un terroir très particulier, au pied d’un ancien glacier implanté sur les calcaires et les marnes arrachés par les glaces à la montagne. Les raisins en limite de surmaturité sont vendangés aux heures fraîches de la matinée, avant d’être directement pressurés. Le moût est débourbé par le froid et vinifié avec une fermentation thermorégulée. L’élevage se poursuit naturellement sur lies fines, en cuve et dure 3 mois avant la mise en bouteilles.",publish,product,0.0,0.0
4712,1,15.8,0,outofstock,Domaine Schoenheitz Crémant d'Alsace Mémoire de Granit Extra Brut,"Cristallin, jaune pâle avec des reflets or. De nombreux départ de bulles particulièrement fines et une belle persistance annoncent une mousse délicate et tendre. Un nez développé et complexe qui présente des notes très briochées et beurrées, avec un soupçon de fruits secs grillés. Une mousse qui fond en bouche, suivie d’un épanouissement des arômes. Consistant et vineux  en bouche.",publish,product,0.0,1.0
4718,1,18.2,19,instock,Domaine Schoenheitz Pinot Noir Val Saint Grégoire 2017,Couleur rouge cerise brillant à reflets grenat.  Nez intense aux arômes frais et délicats de petits fruits rouges avec une dominante de kirsch. Belle présence en bouche avec beaucoup de fruit et une grande puissance.,publish,product,0.0,0.0
6569,1,29.0,6,instock,Decelle-Villa Chorey-Lès-Beaune 2016,"<span style=""display: inline !important; float: none; background-color: transparent; color: #000000; font-family: 'Futura Std','Helvetica Neue',Calibri,Candara,Arial,sans-serif; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: 1px; orphans: 2; text-align: center; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">Agée de plus de 60 ans, cette vieille vigne produit peu, mais ses raisins sont toujours très mûrs et très concentrés. Cela forge un rouge de grande amplitude, élégant, marqué par la griotte et les baies noires, à la fois souple et charnu.</span>",publish,product,0.0,3.0
4962,1,11.3,95,instock,Château Turcaud Bordeaux Blanc Cuvée Majeure 2018,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

<span style=""float: none; background-color: transparent; color: #454545; font-family: 'Helvetica Neue',Helvetica,Roboto,Arial,sans-serif; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 25.6px; text-align: left; text-decoration: none; text-indent: 0px;"">Délicatesse et complexité. Fruité d’abricot sec, de noisette fraîche et de poire williams. Notes florales avec une très belle fraîcheur aromatique. Notes grillées, fumées et épicées, de poivre et de muscade.</span> <span style=""float: none; background-color: transparent; color: #454545; font-family: 'Helvetica Neue',Helvetica,Roboto,Arial,sans-serif; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 25.6px; text-align: left; text-decoration: none; text-indent: 0px;"">Le fruité se prolonge en une bouche grasse, riche et longue.</span>

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,14.0
5375,1,15.2,0,outofstock,David-Beaupère Juliénas Les Trois Verres 2018,"Structuré et légèrement tanique, complexe en bouche… C'est le compagnon idéal de vos apéros et grillades. Terroir sableux et limoneux de colluvions. Vinification sans intrants, non collé non filtré. Léger sulfitage à la mise en bouteille. Jeune vigneron talentueux du Beaujolais, le domaine est travaillé en bio.",publish,product,0.0,1.0
6567,1,28.4,9,instock,"Decelle-Villa Côte de Nuits Villages ""Aux Montagnes"" 2014","<span style=""display: inline !important; float: none; background-color: transparent; color: #000000; font-family: 'Futura Std','Helvetica Neue',Calibri,Candara,Arial,sans-serif; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: 1px; orphans: 2; text-align: center; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">De Gevrey-Chambertin à Nuits-Saint-Georges, les Côtes de Nuits Villages déroulent une longue bande de terroirs qui expriment pleinement le caractère fruité et glissant du pinot noir. Ce vin est issu d’une parcelle de la commune de Comblanchien, célèbre pour ses carrières de pierre blanche qui fut utilisée, entre autres, par Charles Garnier pour l’édification de l’Opéra de Paris.</span>",publish,product,0.0,0.0
4891,1,27.9,0,outofstock,Jacqueson Rully Blanc 1er Cru La Pucelle 2018,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Ce climat est très précoce en maturité et produit des vins d'une grande amplitude, très fruités, au nez de miel et de fleurs blanches.On trouve des arômes de beurre au fur et à mesure du vieillissement du vin.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,36.0
6137,1,46.0,0,outofstock,Domaine de Vaccelli Ajaccio Blanc Sirocco 2017,"Belle robe cristalline, or pâle aux reflets verts. Le nez est sur les agrumes avec des notes florales. En bouche, on est surpris par la vivacité, la fraicheur et le volume. Sa finale reste sur une minéralité saline remarquable.",publish,product,0.0,2.0
